MissionID,MissionNameShort,MissionNameFull,MissionAgencies,MissionStatus,LaunchDate,EOLDate,Applications,Instruments,InstrumentIDs,OrbitType,OrbitAltitude,OrbitPeriod,OrbitInclination,RepeatCycle,OrbitLST,OrbitLongitude,OrbitSense,MissionSite,DataAccessPortal
728,Himawari-8,Himawari-8,JMA,Currently being flown,7-Oct-14,Dec-29,"Meteorology, environmental monitoring, data collection platform","AHI, Himawari Comms, Himawari DCS","1651, 1652, 1653",Geostationary,36000 km,,,,,-140.7,N/A,https://www.jma-net.go.jp/msc/en/support/index.html,https://www.jma-net.go.jp/msc/en/support/index.html
729,Himawari-9,Himawari-9,JMA,Currently being flown,2-Nov-16,Mar-30,"Meteorology, environmental monitoring, data collection platform","AHI, Himawari Comms, Himawari DCS","1651, 1652, 1653",Geostationary,36000 km,,,,,-140.7,N/A,https://www.jma-net.go.jp/msc/en/support/index.html,https://www.jma-net.go.jp/msc/en/support/index.html
463,HJ-1A,Huan Jing-1A,"CRESDA, CAST",Currently being flown,6-Sep-08,Dec-19,Disaster and environment monitoring and forecasting. Small satellite constellation.,"CCD (HJ), HSI (HJ-1A)","823, 824",Sun-synchronous,649 km,,97.9 deg,31,10:30,,Descending,http://www.cresda.com/,
464,HJ-1B,Huan Jing-1B,"CRESDA, CAST",Currently being flown,6-Sep-08,Dec-19,Disaster and environment monitoring and forecasting. Small satellite constellation.,"CCD (HJ), IR (HJ-1B)","823, 825",Sun-synchronous,649 km,,97.9 deg,31,10:30,,Descending,http://www.cresda.com/,
465,HJ-1C,Huan Jing-1C,"CRESDA, CAST",Mission complete,19-Nov-12,31-Dec-18,Disaster and environment monitoring and forecasting. Small satellite constellation.,S-Band SAR,826,"Inclined, non-sun-synchronous",499 km,,97.3 deg,31,6:00,,Descending,http:/www.cresda.com/,
852,HRSAT,High Resolution Satellite Constellation,ISRO,Approved,Aug-20,Aug-25,Large-scale cartographic mapping and natural resources assessment at 1:10000 scale,"MX (HRSAT), PAN (HRSAT)","1792, 1793",Sun-synchronous,660 km,,,,9:30,,Descending,,
762,HRWS SAR,High Resolution Wide Swath SAR,DLR,Planned,2023,2031,"Cartography, land surface, civil planning and mapping, digital terrain models, environmental monitoring, digital elevation models.",HRWS X-Band Digital Beamforming SAR,1696,Sun-synchronous,514 km,94.85 mins,97.4 deg,11,18:00,,Ascending,,
466,HY-1A,Ocean color satellite A,"NSOAS, CAST",Mission complete,1-May-02,1-Jan-04,Detecting ocean colour and sea surface temperature.,"COCTS, CZI","827, 828",Sun-synchronous,850 km,,98.8 deg,7,,,Descending,http://www.cast.cn/,
467,HY-1B,Ocean color satellite B,"NSOAS, CAST",Mission complete,11-Apr-07,11-Apr-11,Detecting ocean colour and sea surface temperature.,"COCTS, CZI","827, 828",Sun-synchronous,798 km,,98.6 deg,7,10:30,,Descending,http://www.cast.cn/,
826,HY-1C,Ocean color satellite C,"NSOAS, CAST",Currently being flown,7-Sep-18,Dec-20,Detecting ocean colour and sea surface temperature.,"COCTS, CZI","827, 828",Sun-synchronous,798 km,,98.6 deg,7,10:30,,Descending,http://www.cast.cn/,
607,HY-1C,Ocean color and temperature satellite C,"NSOAS, CAST",Cancelled,1-Jun-11,1-Jan-13,Detecting ocean colour and sea surface temperature.,"COCTS, CZI","827, 828",Sun-synchronous,798 km,,98.6 deg,7,10:31,,Descending,http://www.cast.cn/,
608,HY-1D,Ocean color and temperature satellite D,"NSOAS, CAST",Cancelled,1-Dec-11,1-Jan-13,Detecting ocean colour and sea surface temperature.,"COCTS, CZI","827, 828",Sun-synchronous,798 km,,98.6 deg,7,13:30,,Ascending,http://www.cast.cn/,
827,HY-1D,Ocean color satellite D,"NSOAS, CAST",Considered,2019,2022,Detecting ocean colour and sea surface temperature.,"COCTS, CZI","827, 828",Sun-synchronous,798 km,,98.6 deg,7,10:30,,Descending,http://www.cast.cn/,
828,HY-1E,Ocean color satellite E,"NSOAS, CAST",Considered,2022,2025,Detecting ocean colour and sea surface temperature.,"COCTS, CZI","827, 828",Sun-synchronous,798 km,,98.6 deg,7,10:30,,Descending,http://www.cast.cn/,
829,HY-1F,Ocean color satellite F,"NSOAS, CAST",Considered,2023,2026,Detecting ocean colour and sea surface temperature.,"COCTS, CZI","827, 828",Sun-synchronous,798 km,,98.6 deg,7,10:30,,Descending,http://www.cast.cn/,
609,HY-2A,Ocean dynamics satellite A,"NSOAS, CAST",Currently being flown,16-Aug-11,Dec-19,"Detecting ocean surface temperature, wind field, wave and topography.","ALT, DORIS-NG, RAD, SCAT","973, 181, 967, 972",Sun-synchronous,963 km,104 mins,99.3 deg,14,6:00,,Descending,http://www.naoas.gov.cn/,
718,HY-2B,Ocean dynamics satellite B,"NSOAS, CAST",Currently being flown,25-Oct-18,Dec-20,"Detecting ocean surface temperature, wind field, wave and topography.","ALT, RAD, SCAT","973, 967, 972",Sun-synchronous,963 km,,99.3 deg,14,6:00,,Descending,http://www.naoas.gov.cn/,
719,HY-2C,Ocean dynamics satellite C,"NSOAS, CAST",Planned,2019,2022,"Detecting ocean surface temperature, wind field, wave and topography.","ALT, RAD, SCAT","973, 967, 972",Sun-synchronous,963 km,,99.3 deg,14,6:00,,Descending,http://www.naoas.gov.cn/,
720,HY-2D,Ocean dynamics satellite D,"NSOAS, CAST",Planned,2019,2022,"Detecting ocean surface temperature, wind field, wave and topography.","ALT, RAD, SCAT","973, 967, 972",Sun-synchronous,963 km,,99.3 deg,14,6:00,,Descending,http://www.naoas.gov.cn/,
830,HY-2E,Ocean dynamics satellite E,"NSOAS, CAST",Planned,2021,2024,"Detecting ocean surface temperature, wind field, wave and topography.","ALT, RAD, SCAT","973, 967, 972",Sun-synchronous,963 km,,99.3 deg,14,6:00,,Descending,http://www.naoas.gov.cn/,
831,HY-2F,Ocean dynamics satellite F,"NSOAS, CAST",Planned,2020,2023,"Detecting ocean surface temperature, wind field, wave and topography.","ALT, RAD, SCAT","973, 967, 972",Sun-synchronous,963 km,,99.3 deg,14,6:00,,Descending,http://www.naoas.gov.cn/,
832,HY-2G,Ocean dynamics satellite G,"NSOAS, CAST",Planned,2022,2025,"Detecting ocean surface temperature, wind field, wave and topography.","ALT, RAD, SCAT","973, 967, 972",Sun-synchronous,963 km,,99.3 deg,14,6:00,,Descending,http://www.naoas.gov.cn/,
833,HY-2H,Ocean dynamics satellite H,"NSOAS, CAST",Considered,2024,2027,"Detecting ocean surface temperature, wind field, wave and topography.","ALT, RAD, SCAT","973, 967, 972",Sun-synchronous,963 km,,99.3 deg,14,6:00,,Descending,http://www.naoas.gov.cn/,
615,HY-3A,HY-3A,"NSOAS, CAST",Planned,2019,2024,"Ocean monitoring, environmental protection, coastal zone survey, etc.",WSAR,988,Sun-synchronous,,,,,,,,,
616,HY-3B,HY-3B,"NSOAS, CAST",Planned,2020,2025,"Ocean monitoring, environmental protection, coastal zone survey, etc.",WSAR,988,Sun-synchronous,,,,,,,,,
617,HY-3C,HY-3C,"NSOAS, CAST",Planned,2022,2027,"Ocean monitoring, environmental protection, coastal zone survey, etc.",WSAR,988,Sun-synchronous,,,,,,,,,
834,HY-3D,HY-3D,"NSOAS, CAST",Considered,2024,2028,"Ocean monitoring, environmental protection, coastal zone survey, etc.",WSAR,988,Sun-synchronous,,,,,,,,,
449,HYDROS,Hydrosphere State,NASA,Cancelled,1-Dec-10,1-Dec-14,Measure soil moisture content and freeze-thaw state.,HYDROS,798,Sun-synchronous,670 km,,98 deg,,,,TBD,http://hydros.gsfc.nasa.gov/,
621,HyS-OP,Hyperspectral Operational Satellite,ISRO,Cancelled,1-Jan-14,1-Jan-18,Operational satellite for hyperspectral applications.,,,Sun-synchronous,,,,,,,,,
644,HyspIRI,Hyperspectral Infrared Imager,NASA,Cancelled,3-Apr-23,3-Jul-26,"Phase-2 DS Mission, launch order unknown, 3-year nominal mission. Land surface composition for agriculture and mineral characterization; vegetation types for ecosystem health.","Multi-spectral thermal infrared imager (HyspIRI), Visible imaging spectrometer (HyspIRI)","1540, 1539",Sun-synchronous,626 km,,98 deg,19,11:00,,TBD,http://hyspiri.jpl.nasa.gov/,
212,ICESat,"Ice, Cloud, and Land Elevation Satellite",NASA,Mission complete,12-Jan-03,14-Aug-10,"3-year nominal mission life, currently in extended operations. Monitors mass balance of polar ice sheets and their contribution to global sea level change. Secondary goals: cloud heights and vertical structure of clouds/aerosols; roughness, reflectivity, vegetation heights, snow-cover.",GLAS,421,"Inclined, non-sun-synchronous",600 km,97 mins,94 deg,183,,,N/A,http://icesat.gsfc.nasa.gov/,
613,ICESat-2,"Ice, Cloud, and Land Elevation Satellite 2",NASA,Currently being flown,15-Sep-18,Dec-21,"3-year nominal mission life, 5-year goal. Continue the assessment of polar ice changes and measure vegetation canopy heights, allowing estimates of biomass and carbon in aboveground vegetation in conjunction with related missions, and allow measurements of solid earth properties.",ATLAS,998,"Inclined, non-sun-synchronous",500 km,97 mins,92 deg,91,,,TBD,https://icesat-2.gsfc.nasa.gov/,https://icesat-2.gsfc.nasa.gov/data
400,IGPM,,ASI,Cancelled,1-Jan-06,1-Jan-08,"To detect and measure rain and snowfall, to demonstrate the feasibility of high quality measurements of light rain and snow from space.","IGPM, IGPM rain radar","714, 833",Sun-synchronous,510 km,,,,,,TBD,,
570,IMS-1,Indian Mini Satellite-1,ISRO,Mission complete,28-Apr-08,31-Jul-13,Micro-satellite for Third World countries for natural resources monitoring and management .,"HySI (IMS-1), MxT","926, 925",Sun-synchronous,632 km,97 mins,97.92 deg,22,9:30,,Descending,,
562,Ingenio,Ingenio,"CDTI, ESA",Approved,Mar-20,Jan-25,"Cartography, land use, urban management, water management, agriculture and environmental monitoring, risk management and security.",PAN+MS (RGB+NIR),914,Sun-synchronous,685 km,98 mins,98 deg,49,10:30,,Descending,,
907,INSAT-1A,Indian National Satellite - 1A,ISRO,Mission complete,10-Apr-82,6-Sep-83,"Meteorology, data collection and communication, search and rescue.",,,Geostationary,36000 km,,,,,-74,TBD,http://www.isro.org/insat2b.htm,
504,INSAT-1B,Indian National Satellite - 1B,ISRO,Mission complete,10-Jul-82,10-Jul-89,"Meteorology, data collection and communication, search and rescue.",,,Geostationary,36000 km,,,,,-74,TBD,http://www.isro.org/insat2b.htm,
505,INSAT-1C,Indian National Satellite - 1C,ISRO,Mission complete,10-Jul-84,10-Jul-89,"Meteorology, data collection and communication, search and rescue.",,,Geostationary,36000 km,,,,,-74,TBD,http://www.isro.org/insat2b.htm,
506,INSAT-1D,Indian National Satellite - 1D,ISRO,Mission complete,10-Jul-86,10-Jul-89,"Meteorology, data collection and communication, search and rescue.",,,Geostationary,36000 km,,,,,-74,TBD,http://www.isro.org/insat2b.htm,
47,INSAT-2A,Indian National Satellite - 2A,ISRO,Mission complete,10-Jul-92,10-Jul-99,"Meteorology, data collection and communication, search and rescue.",VHRR,67,Geostationary,36000 km,,,,,-74,TBD,http://www.isro.org/insat2b.htm,
232,INSAT-2B,Indian National Satellite - 2B,ISRO,Mission complete,27-Mar-93,27-Mar-00,"Meteorology, data collection and communication, search and rescue.",VHRR,67,Geostationary,36000 km,,,,,-94,TBD,http://www.isro.org/insat2b.htm,
49,INSAT-2C,Indian National Satellite - 2C,ISRO,Mission complete,12-Jul-95,1-Jan-02,"Meteorology, data collection and communication, search and rescue.",,,Geostationary,36000 km,,,,,-74,TBD,http://www.isro.org/insat2c.htm,
50,INSAT-2D,Indian National Satellite - 2D,ISRO,Mission complete,4-Jun-97,1-Jan-03,"Meteorology, data collection and communication, search and rescue.",,,Geostationary,36000 km,,,,,-74,TBD,http://www.isro.org/insat2b.htm,
233,INSAT-2E,Indian National Satellite - 2E,ISRO,Mission complete,3-Apr-99,4-May-11,"Meteorology, data collection and communication, search and rescue.","CCD camera, VHRR","787, 67",Geostationary,36000 km,,,,,-83,N/A,http://www.isro.org/,
438,INSAT-3A,Indian National Satellite - 3A,ISRO,Mission complete,10-Apr-03,8-Nov-16,"Meteorology, data collection and communication, search and rescue.","CCD camera, DRT-S&R, VHRR","787, 170, 67",Geostationary,36000 km,,,,,-94,N/A,http://www.isro.org/,
493,INSAT-3B,,ISRO,Cancelled,,,,,,,,,,,,,,,
494,INSAT-3C,,ISRO,Cancelled,,,,,,,,,,,,,,,
442,INSAT-3D,Indian National Satellite - 3D,ISRO,Currently being flown,26-Jul-13,Jul-20,"Meteorology, data collection and communication, search and rescue.","Imager (INSAT), Sounder (INSAT)","788, 789",Geostationary,36000 km,,,,,-93.5,N/A,http://www.isro.org/,
707,INSAT-3DR,Indian National Satellite - 3DR (repeat),ISRO,Currently being flown,8-Sep-16,Sep-23,"Meteorology, data collection and communication, search and rescue.","Imager (INSAT), Sounder (INSAT)","788, 789",Geostationary,36000 km,,,,,-93.5,N/A,http://www.isro.org/,
708,INSAT-3DS,Indian National Satellite - 3DS,ISRO,N/A,1-Dec-22,1-Dec-29,"Meteorology, data collection and communication, search and rescue.","Imager (INSAT), Sounder (INSAT)","788, 789",Geostationary,36000 km,,,,,-93.5,N/A,http://www.isro.org/,
51,IRS-1A,Indian Remote Sensing Satellite - 1A,ISRO,Mission complete,17-Mar-88,1-Jan-94,"Land surface, agriculture and forestry regional geology, land use studies, water resources, vegetation studies, coastal studies and soils.","LISS-I, LISS-II","438, 439",Sun-synchronous,904 km,,,,,,Descending,http://www.isro.org/insat2b.htm,
277,IRS-1B,Indian Remote Sensing Satellite - 1B,ISRO,Mission complete,29-Aug-91,31-Aug-02,"Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils.","LISS-I, LISS-II","438, 439",Sun-synchronous,904 km,101 mins,99 deg,26,10:30,,Descending,http://www.isro.org/insat2b.htm,
235,IRS-1C,Indian Remote Sensing Satellite - 1C,ISRO,Mission complete,28-Dec-95,21-Sep-07,"Land surface, agriculture and forestry regional geology, land use studies, water resources, vegetation studies, coastal studies and soils, cartography, digital terrain models.","LISS-III (IRS), PAN (IRS-1C/1D), WiFS","444, 446, 459",Sun-synchronous,817 km,101.35 mins,98.6 deg,24,10:50,,Descending,http://www.isro.org/insat2b.htm,
274,IRS-1D,Indian Remote Sensing Satellite - 1D,ISRO,Mission complete,29-Sep-97,2-Jan-10,"Land surface, agriculture and forestry regional geology, land use studies, water resources, vegetation studies, coastal studies and soils.","LISS-III (IRS), PAN (IRS-1C/1D), WiFS","444, 446, 459",Sun-synchronous,817 km,101 mins,98.6 deg,24,10:30,,Descending,http://www.isro.org/insat2b.htm,
234,IRS-P2,Indian Remote Sensing Satellite - P2,ISRO,Mission complete,15-Oct-94,31-Dec-97,"Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils.",LISS-II,439,Sun-synchronous,904 km,103 mins,98 deg,22,10:15,,Descending,http://www.isro.org/insat2b.htm,
237,IRS-P3,Indian Remote Sensing Satellite - P3,ISRO,Mission complete,21-Mar-96,31-Dec-03,"Ocean biology, physical oceanography, land surface, agriculture and forestry, water resources, vegetation and coastal studies.","MOS, WiFS, X-ray astronomy payload","462, 459, 184",Sun-synchronous,817 km,101.35 mins,98.7 deg,24,10:30,,Descending,http://www.isro.org/irsp3.htm,
257,IRS-P4,OCEANSAT-1,ISRO,Mission complete,26-May-99,31-Dec-06,"Ocean biology, physical oceanography.","MSMR, OCM, WiFS","465, 464, 459",Sun-synchronous,720 km,99.31 mins,98.28 deg,2,12:15,,Descending,http://www.isro.org/,
357,ISS,International Space Station,NASA,N/A,1-Feb-05,1-Jan-15,"Various applications, including platform for EO sensors.",,,"Inclined, non-sun-synchronous",,,,,,,N/A,http://spaceflight.nasa.gov/station/,
677,ISS/JEM,International Space Station/Japanese Experiment Mo,JAXA,Mission complete,10-Sep-09,19-Jan-11,Scientific experiments on orbit.,"CIRC Copy, SMILES","1782, 1587","Inclined, non-sun-synchronous",407 km,93 mins,51.6 deg,,,,Ascending,http://iss.jaxa.jp/iss/index_e.html,
566,ISTAG,Indian Satellite for Aerosol and Gases,ISRO,N/A,1-Jan-15,1-Jan-20,Study of changes in atmospheric aerosol and trace gases.,"MAGIS, MAPI, MAVELI","920, 918, 919",Sun-synchronous,,,,,,,TBD,,
286,Jason-1,Jason-1,"NASA, CNES",Mission complete,9-Dec-01,3-Jul-13,"3-year nominal mission life, currently in extended operations. Physical oceanography, geodesy/gravity, climate monitoring, marine meteorology.","DORIS-NG, JMR, LRA, POSEIDON-2 (SSALT-2), TRSR","181, 107, 106, 182, 764","Inclined, non-sun-synchronous",1336 km,112.4 mins,66 deg,10,,,N/A,http://sealevel.jpl.nasa.gov/mission/jason-1.html,https://reverb.echo.nasa.gov
592,Jason-3,Jason-3,"EUMETSAT, NOAA, CNES, NASA",Currently being flown,17-Jan-16,Mar-21,"3-year nominal mission lifetime, 5-year extended lifetime. Physical oceanography, geodesy/gravity, climate monitoring, marine meteorology.","AMR, DORIS-NG, GPSP, LRA, POSEIDON-3B Altimeter","882, 181, 983, 106, 1633","Inclined, non-sun-synchronous",1336 km,112.4 mins,66.05 deg,10,,,N/A,http://sealevel.jpl.nasa.gov/missions/jason3/,https://search.earthdata.nasa.gov/search?q=jason-3
245,JERS-1,Japanese Earth Resource Satellite,"NASDA, JAXA",Mission complete,11-Feb-92,12-Oct-98,"Earth resources, Land surface.","JERS-1 Comms, L-band SAR, OPS","559, 335, 336",Sun-synchronous,570 km,96 mins,98 deg,44,10:45,,Descending,,https://www.gportal.jaxa.jp/gp/top.html
667,JPSS-1,Joint Polar Satellite System - 1,"NOAA, EUMETSAT, NASA",Currently being flown,18-Nov-17,Sep-24,"Meteorological, climatic, terrestrial, oceanographic, and solar-geophysical applications; global and regional environmental monitoring, search and rescue, data collection.","ATMS, CERES, CrIS, OMPS, VIIRS","413, 397, 325, 681, 412",Sun-synchronous,833 km,101.5 mins,98.75 deg,16,13:30,,Ascending,http://www.jpss.noaa.gov,
668,JPSS-2,Joint Polar Satellite System - 2,"NOAA, EUMETSAT, NASA",Approved,Dec-21,Dec-28,"Meteorological, climatic, terrestrial, oceanographic, and solar-geophysical applications; global and regional environmental monitoring, search and rescue, data collection. Note that free-flyer options are being considered for the A-DCS4 and SARSAT instruments, though these are considered part of the JPSS system.","ATMS, CrIS, OMPS, OMPS-L, VIIRS","413, 325, 681, 1718, 412",Sun-synchronous,833 km,101.5 mins,98.75 deg,16,13:30,,Ascending,http://www.jpss.noaa.gov,
801,JPSS-3,Joint Polar Satellite System - 3 (Polar Follow-on),"NOAA, EUMETSAT, NASA",Planned,2026,2033,"Meteorological, climatic, terrestrial, oceanographic, and solar-geophysical applications; global and regional environmental monitoring, search and rescue, data collection. Note that free-flyer options are being considered for the A-DCS4 and SARSAT instruments, though these are considered part of the JPSS system. Instrument complement for JPSS-3 and JPSS-4 remains TBD.","ATMS, CrIS, OMPS, OMPS-L, VIIRS","413, 325, 681, 1718, 412",Sun-synchronous,833 km,101.5 mins,98.75 deg,16,13:30,,Ascending,http://www.jpss.noaa.gov,
